customerId,productId,timestamp
2,9,835355493
4,1,949810645
5,5,1163374957
7,5,851866703
7,3,851869035
9,10,938629179
13,1,1331380058
15,1,997938310
15,5,1134521380
15,8,1093070098
15,4,1040205753
15,7,1093028290
17,9,1127469542
18,8,856006982
18,3,856006982
18,2,856006982
18,2,856007219
19,7,855190091
19,4,855194773
19,3,855194718
19,4,855192868
19,5,855190128
19,8,855190128
19,6,855190232
19,1,855192496
20,10,1238729767
21,4,853846478
23,8,1148729853
23,10,1148730128
24,10,849321588
25,4,859625254
26,10,1360087980
30,5,944943070
30,5,945277634
30,6,945276746
30,8,968786809
32,7,834828285
34,7,973747402
36,1,847057147
37,9,981308121
39,9,832523607
39,10,832523129
41,9,1093888283
43,8,974768260
44,8,858707138
44,9,858707194
44,9,858707194
44,2,858707194
47,4,832228931
47,1,832229657
47,3,832228931
48,2,1318796720
48,8,1322169967
49,4,978040739
50,2,847412607
55,5,855926941
55,2,855926988
55,6,855926988
55,9,855926988
55,9,855927315
56,7,1467004817
56,3,1467008381
61,5,1216051639
63,6,1079098216
67,7,854711770
67,10,854711804
68,5,1194741818
68,2,1249809905
69,3,1366831110
69,2,1366831701
69,6,1366831985
70,10,853954235
70,9,853954323
70,5,853954323
70,4,853954323
70,6,853954486
72,10,1461778737
72,10,1461784724
73,2,1303464840
73,8,1255595527
73,2,1337593559
73,8,1255591764
74,8,942704394
75,5,1165607201
75,9,1143047700
77,9,1163005363
77,10,1163252774
77,10,1183844529
78,5,1274051069
78,8,1274050854
79,10,1182994648
79,5,1182994926
79,7,1182995062
80,1,844860022
80,7,844860041
80,10,844860107
80,7,844860003
82,4,835973445
83,6,1156206916
84,7,1429910800
85,3,837511784
85,5,837512420
85,4,837512493
85,7,837507143
86,7,848161799
87,4,858623186
87,9,858623219
88,8,1239773232
88,2,1239765126
89,9,1257620018
90,1,875517174
90,8,875517954
91,5,1448798200
92,7,848526251
92,5,848525932
92,1,848526431
92,3,848525661
93,9,1304992014
94,3,1291779829
95,5,1016317227
95,8,1016317600
97,6,1460342505
98,4,1459405466
99,2,938586006
99,9,950999958
100,6,854193977
100,7,854194024
100,5,854194023
100,10,854194024
105,5,1085578997
105,8,1101130624
106,2,1215818369
108,1,843302067
110,3,840101142
110,4,840100796
110,4,840100719
110,3,840100994
110,8,840101320
110,5,840100456
111,7,1097430540
111,1,1097429457
111,9,1097432318
112,1,852720865
112,8,852720897
112,5,852720897
113,6,844884330
113,1,844884590
113,8,844884467
113,10,844884390
113,6,844885084
113,8,844884734
113,6,844884266
114,7,838365857
115,3,1107034391
115,9,1107034474
119,9,913048158
119,9,913051445
119,1,913057893
120,6,1167422234
121,2,833058442
121,4,833058704
121,6,833058428
122,1,832773057
122,3,832773057
124,4,1147862310
124,1,1147861200
125,3,1269736592
126,6,833286470
126,1,833286607
126,1,833286456
127,9,842323102
128,9,1049690031
128,3,1049685256
128,9,1049682634
128,4,1049682515
128,3,1049683873
128,4,1049685242
130,3,1138997743
130,5,1140723887
134,10,1361244876
134,8,1361245855
134,4,1361244162
134,2,1361245744
135,10,844995924
136,9,1405977265
137,2,946411786
138,4,1440379001
140,4,1398068239
142,8,997731606
144,9,837455462
145,2,845421721
146,10,1256071139
149,5,1436919660
150,1,1114306148
150,1,1114306834
150,2,1114308628
150,2,1114306741
151,4,847296918
151,3,847296716
152,7,1335947960
152,5,1335948353
152,6,1335948177
153,3,1046739645
154,10,850917310
154,4,850917346
154,1,850917346
154,8,850917346
157,3,1291598726
157,10,1291654669
157,8,1291598989
159,3,1183519921
161,8,837629692
161,7,837629446
162,4,852791965
162,8,852791965
162,4,852791965
162,6,852791965
163,3,1390767736
164,7,1179531301
164,10,1182287578
165,2,1111482682
165,4,1111981462
165,2,1111981538
165,10,1111482847
168,2,848866772
168,4,848879299
169,4,1234228717
173,2,875357598
173,2,875357288
175,1,1052837092
176,6,1340720798
176,2,1341047637
177,7,907515679
177,7,907380055
177,9,907380682
177,9,907380744
178,4,1437425800
179,5,1436669947
182,3,845744191
182,2,845745032
182,8,845745077
182,10,845744805
182,1,845745009
182,1,845745710
182,5,845746347
184,9,833524830
185,7,1003523268
185,3,1003523847
187,9,1228072644
187,8,1237164142
188,7,841064145
188,3,841063568
191,2,839925608
192,1,843634025
193,9,971216031
195,9,975417247
196,1,959224062
199,6,1398939340
199,6,1214653475
200,5,1437932719
200,6,1457721108
201,5,1110421816
201,2,1110421617
205,4,1442148577
205,8,1442136824
212,4,1218405007
212,10,1218404003
212,7,1218955060
212,8,1218403807
213,9,1462637445
213,10,1462637790
213,9,1462639898
214,6,978131768
215,4,860559708
215,6,860559733
217,8,1108160863
218,5,1163106626
219,5,974475264
220,4,970498319
223,9,856532203
223,8,856532203
223,10,856532203
224,9,828213150
224,6,828213150
224,5,828213150
224,3,830633216
232,8,955088635
233,1,854481667
233,2,854481668
235,2,1113184535
235,7,1111625738
236,8,1109968623
236,1,1109968699
236,3,1109969756
237,3,1102009632
239,3,991861185
239,10,991862027
239,3,991862159
240,7,1098943177
241,9,847339737
241,7,847339662
241,9,847340005
242,6,956682763
242,9,956684268
243,7,1094223893
247,8,953361586
247,4,953361791
247,8,953272452
247,6,953271993
249,1,839461544
252,3,869101312
252,3,869101354
252,6,869101615
253,7,1215831130
253,10,1215831526
253,6,1215831215
254,6,845159397
256,9,851862274
256,7,851862273
256,5,851862273
256,9,851862274
256,10,851862371
261,3,1101665532
262,2,1433898798
262,2,1434331477
268,10,1314894068
268,6,1314894727
268,5,1314894615
268,2,1314894283
272,2,1453587590
273,8,1466945564
275,10,1350254117
275,1,1326919897
279,6,838231842
279,9,838231354
282,9,1111493773
282,5,1111493968
283,10,1114997963
283,7,1114998425
284,5,853878868
284,1,853878917
284,7,853878917
284,8,853878917
284,10,853878917
285,7,965091874
285,9,965089266
285,2,965092752
285,4,965091528
287,4,1469161081
287,3,1469162190
288,2,845862466
288,3,845862667
288,10,845862233
290,3,1445337576
292,10,1140049726
292,2,1140051284
292,8,1140153456
292,10,1140051151
293,8,1064615574
294,6,1047071649
294,7,1062619499
294,5,1047072215
294,4,1054068559
295,9,1100132745
295,10,1100132288
298,10,1447369122
298,5,1446576656
302,3,843720729
306,10,956083012
306,2,939716745
306,6,956082033
306,7,939717948
311,1,898007830
311,10,1080681367
311,8,898007831
311,3,898007870
312,10,959933200
312,5,959935514
312,4,959931608
312,3,959934156
312,3,959931688
313,10,1105354580
313,5,1101033291
313,9,1105355064
313,4,1105354679
314,8,1437338091
318,5,862902604
318,10,862902663
