customerId,productId,timestamp
291,2,835355493
4,3,949810645
5,8,1163374957
7,9,851866703
7,6,851869035
9,8,938629179
13,1,1331380058
15,10,997938310
15,2,1134521380
15,2,1093070098
15,8,1040205753
15,8,1093028290
17,3,1127469542
18,10,856006982
18,6,856006982
18,9,856006982
18,5,856007219
19,3,855190091
19,4,855194773
19,7,855194718
19,6,855192868
19,6,855190128
19,6,855190128
19,2,855190232
19,10,855192496
20,5,1238729767
21,10,853846478
23,3,1148729853
23,8,1148730128
24,3,849321588
25,5,859625254
26,4,1360087980
30,1,944943070
30,9,945277634
30,6,945276746
30,1,968786809
32,7,834828285
34,8,973747402
36,4,847057147
37,8,981308121
39,10,832523607
39,3,832523129
41,9,1093888283
43,7,974768260
44,6,858707138
44,10,858707194
44,3,858707194
44,1,858707194
47,8,832228931
47,3,832229657
47,6,832228931
48,10,1318796720
48,7,1322169967
49,4,978040739
50,4,847412607
55,7,855926941
55,1,855926988
55,1,855926988
55,2,855926988
55,3,855927315
56,4,1467004817
56,1,1467008381
61,4,1216051639
63,9,1079098216
67,2,854711770
67,1,854711804
68,1,1194741818
68,3,1249809905
69,7,1366831110
69,1,1366831701
69,2,1366831985
70,9,853954235
70,1,853954323
70,2,853954323
70,8,853954323
70,7,853954486
72,1,1461778737
72,9,1461784724
73,1,1303464840
73,8,1255595527
73,6,1337593559
73,4,1255591764
74,5,942704394
75,3,1165607201
75,3,1143047700
77,10,1163005363
77,1,1163252774
77,9,1183844529
78,5,1274051069
78,4,1274050854
79,2,1182994648
79,9,1182994926
79,4,1182995062
80,3,844860022
80,4,844860041
80,9,844860107
80,6,844860003
82,4,835973445
83,10,1156206916
84,10,1429910800
85,7,837511784
85,1,837512420
85,7,837512493
85,8,837507143
86,5,848161799
87,4,858623186
87,9,858623219
88,10,1239773232
88,10,1239765126
89,1,1257620018
90,9,875517174
90,1,875517954
91,6,1448798200
92,7,848526251
92,5,848525932
92,10,848526431
92,10,848525661
93,5,1304992014
94,1,1291779829
95,10,1016317227
95,2,1016317600
97,1,1460342505
98,3,1459405466
99,8,938586006
99,7,950999958
100,8,854193977
100,1,854194024
100,8,854194023
100,6,854194024
105,6,1085578997
105,1,1101130624
106,6,1215818369
108,8,843302067
110,10,840101142
110,6,840100796
110,7,840100719
110,3,840100994
110,6,840101320
110,2,840100456
111,5,1097430540
111,10,1097429457
111,5,1097432318
112,5,852720865
112,2,852720897
112,7,852720897
113,3,844884330
113,5,844884590
113,8,844884467
113,10,844884390
113,1,844885084
113,1,844884734
113,7,844884266
114,1,838365857
115,5,1107034391
115,2,1107034474
119,9,913048158
119,4,913051445
119,3,913057893
120,5,1167422234
121,6,833058442
121,4,833058704
121,10,833058428
122,6,832773057
122,5,832773057
124,10,1147862310
124,7,1147861200
125,7,1269736592
126,10,833286470
126,4,833286607
126,1,833286456
127,2,842323102
128,9,1049690031
128,5,1049685256
128,9,1049682634
128,6,1049682515
128,9,1049683873
128,1,1049685242
130,1,1138997743
130,10,1140723887
134,6,1361244876
134,10,1361245855
134,7,1361244162
134,6,1361245744
135,2,844995924
136,6,1405977265
137,1,946411786
138,9,1440379001
140,7,1398068239
142,8,997731606
144,2,837455462
145,2,845421721
146,2,1256071139
149,10,1436919660
150,5,1114306148
150,4,1114306834
150,2,1114308628
150,6,1114306741
151,10,847296918
151,7,847296716
152,2,1335947960
152,10,1335948353
152,9,1335948177
153,9,1046739645
154,10,850917310
154,9,850917346
154,7,850917346
154,7,850917346
157,2,1291598726
157,4,1291654669
157,6,1291598989
159,5,1183519921
161,2,837629692
161,3,837629446
